District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,Date
Nagaon,137780,128214,112946,378940,"( Kaliabor | 78 ), ( Nagaon | 52505 ), ( Kampur | 171183 ), ( Raha | 155174 ), ( Samaguri | 0 ), ( Rupahi | 0 )",,"( Kaliabor | 5.00 ), ( Nagaon | 404.00 ), ( Kampur | 7191.00 ), ( Raha | 9900.20 ), ( Samaguri | 4.00 ), ( Rupahi | 83.00 )",02-07-2022
Nalbari,836,765,237,1838,( Paschim Nalbari | 1838 ),,( Paschim Nalbari | 0.00 ),02-07-2022
Sivasagar,2602,2257,1604,6463,( Demow | 6463 ),,( Demow | 24.40 ),02-07-2022
Sonitpur,1999,2351,1855,6205,"( Thelamara | 0 ), ( Dhekiajuli | 5127 ), ( Chariduar | 354 ), ( Tezpur | 724 )",,"( Thelamara | 54.00 ), ( Dhekiajuli | 260.00 ), ( Chariduar | 31.63 ), ( Tezpur | 12.00 )",02-07-2022
Tamulpur,998,865,412,2275,( Goreswar | 2275 ),,( Goreswar | 0.00 ),02-07-2022
Tinsukia,547,507,323,1377,"( Margherita | 0 ), ( Tinsukia | 702 ), ( Doomdooma | 675 )",,"( Margherita | 0.00 ), ( Tinsukia | 18.00 ), ( Doomdooma | 26.20 )",02-07-2022
Udalguri,153,91,65,309,"( Khairabari | 0 ), ( Harisinga | 0 ), ( Kalaigaon | 0 ), ( Udalguri | 309 )",,"( Khairabari | 0.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 0.00 ), ( Udalguri | 0.00 )",02-07-2022
Lakhimpur,10198,9868,5833,25899,"( Subansiri | 0 ), ( North Lakhimpur | 4068 ), ( Narayanpur | 0 ), ( Nowboicha | 0 ), ( Dhakuakhana | 0 ), ( Bihpuria | 21831 )",,"( Subansiri | 60.00 ), ( North Lakhimpur | 0.00 ), ( Narayanpur | 0.00 ), ( Nowboicha | 0.00 ), ( Dhakuakhana | 539.00 ), ( Bihpuria | 0.00 )",02-07-2022
Kamrup,1168,763,451,2382,"( Chamaria | 0 ), ( Hajo | 1427 ), ( North Ghy | 909 ), ( Kayan | 46 )",,"( Chamaria | 20.70 ), ( Hajo | 100.00 ), ( North Ghy | 18.50 ), ( Kayan | 30.00 )",02-07-2022
Goalpara,3107,2573,1616,7296,"( Lakhipur | 2413 ), ( Balijana | 4883 )",39,"( Lakhipur | 0.00 ), ( Balijana | 39.00 )",03-07-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",92,"( Bokakhat | 70.00 ), ( Khumtai | 22.00 )",03-07-2022
Hailakandi,13320,11790,7540,32650,"( Lala | 0 ), ( Algapur | 32650 ), ( Katlicherra | 0 ), ( Hailakandi | 0 )",0,"( Lala | 0.00 ), ( Algapur | 0.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 0.00 )",03-07-2022
Karimganj,14227,9541,4729,28497,"( Nilambazar | 6333 ), ( Karimganj | 5311 ), ( Badarpur | 9763 ), ( RK Nagar | 7090 )",0,"( Nilambazar | 0.00 ), ( Karimganj | 0.00 ), ( Badarpur | 0.00 ), ( RK Nagar | 0.00 )",03-07-2022
Kamrup,896,647,278,1821,"( Hajo | 1027 ), ( North Ghy | 756 ), ( Kayan | 38 )",102.5,"( Hajo | 89.00 ), ( North Ghy | 13.50 ), ( Kayan | 0.00 )",03-07-2022
Kamrup (M),2266,1796,451,4513,"( Sonapur | 1024 ), ( Chandrapur | 3489 )",810.5,"( Sonapur | 810.50 ), ( Chandrapur | 0.00 )",03-07-2022
Dibrugarh,5836,4436,2589,12861,"( Dibrugarh West | 3408 ), ( Moran | 4266 ), ( Chabua | 2789 ), ( Tingkhong | 192 ), ( Dibrugarh East | 526 ), ( Naharkatia | 564 ), ( Tengakhat | 1116 )",276.97,"( Dibrugarh West | 0.00 ), ( Moran | 69.59 ), ( Chabua | 10.00 ), ( Tingkhong | 25.70 ), ( Dibrugarh East | 0.00 ), ( Naharkatia | 152.68 ), ( Tengakhat | 19.00 )",03-07-2022
Lakhimpur,1475,955,894,3324,"( Subansiri | 0 ), ( Narayanpur | 0 ), ( Nowboicha | 3324 ), ( Bihpuria | 0 )",0,"( Subansiri | 0.00 ), ( Narayanpur | 0.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 )",03-07-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",38.69,"( Majuli | 20.19 ), ( Ujani Majuli | 18.50 )",03-07-2022
Hojai,324,144,81,549,"( Lanka | 91 ), ( Hojai | 458 )",114,"( Lanka | 100.00 ), ( Hojai | 14.00 )",03-07-2022
Dhemaji,1590,1106,879,3575,( Sissiborgaon | 3575 ),83,( Sissiborgaon | 83.00 ),03-07-2022
Nalbari,836,765,237,1838,( Paschim Nalbari | 1838 ),0,( Paschim Nalbari | 0.00 ),03-07-2022
Chirang,206,238,136,580,( Bijni | 580 ),0,( Bijni | 0.00 ),03-07-2022
Cachar,389412,347396,283164,1019972,"( Katigorah | 224006 ), ( Lakhipur | 92771 ), ( Udharbond | 46723 ), ( Sonai | 117547 ), ( Silchar | 538925 )",0,"( Katigorah | 0.00 ), ( Lakhipur | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Silchar | 0.00 )",03-07-2022
Biswanath,1091,917,569,2577,( Halem | 2577 ),73,( Halem | 73.00 ),03-07-2022
Sivasagar,425,337,175,937,"( Demow | 937 ), ( Amguri | 0 )",26.9,"( Demow | 17.90 ), ( Amguri | 9.00 )",03-07-2022
Sonitpur,1351,1732,1484,4567,"( Tezpur | 372 ), ( Thelamara | 0 ), ( Dhekiajuli | 4195 )",257.5,"( Tezpur | 10.50 ), ( Thelamara | 5.00 ), ( Dhekiajuli | 242.00 )",03-07-2022
Tamulpur,845,726,455,2026,( Goreswar | 2026 ),0,( Goreswar | 0.00 ),03-07-2022
Tinsukia,25,38,17,80,"( Tinsukia | 40 ), ( Doomdooma | 40 )",7.6,"( Tinsukia | 4.00 ), ( Doomdooma | 3.60 )",03-07-2022
Udalguri,503,241,165,909,"( Udalguri | 309 ), ( Khairabari | 0 ), ( Harisinga | 0 ), ( Kalaigaon | 0 ), ( Mazbat | 600 )",0,"( Udalguri | 0.00 ), ( Khairabari | 0.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 0.00 ), ( Mazbat | 0.00 )",03-07-2022
Barpeta,46260,40609,48939,135808,"( Barpeta | 28507 ), ( Kalgachia | 19222 ), ( Chenga | 10469 ), ( Baghbar | 77610 )",14158,"( Barpeta | 8825.50 ), ( Kalgachia | 1301.50 ), ( Chenga | 1319.00 ), ( Baghbar | 2712.00 )",03-07-2022
Bajali,455,570,255,1280,( Sarupeta | 1280 ),0,( Sarupeta | 0.00 ),03-07-2022
Nagaon,136760,126671,112266,375697,"( Nagaon | 51280 ), ( Samaguri | 0 ), ( Raha | 153234 ), ( Kampur | 171183 ), ( Rupahi | 0 )",17299.56,"( Nagaon | 350.00 ), ( Samaguri | 4.00 ), ( Raha | 9724.56 ), ( Kampur | 7191.00 ), ( Rupahi | 30.00 )",03-07-2022
Darrang,8368,7807,2319,18494,"( Patharighat | 3181 ), ( Mangaldoi | 11355 ), ( Sipajhar | 3958 )",4918,"( Patharighat | 1500.00 ), ( Mangaldoi | 3418.00 ), ( Sipajhar | 0.00 )",03-07-2022
Morigaon,70415,66798,38487,175700,"( Mikirbheta | 18347 ), ( Mayong | 794 ), ( Bhuragaon | 26751 ), ( Morigaon | 129808 ), ( Laharighat | 0 )",8901.65,"( Mikirbheta | 1356.50 ), ( Mayong | 3324.00 ), ( Bhuragaon | 925.00 ), ( Morigaon | 3250.00 ), ( Laharighat | 46.15 )",03-07-2022
Nagaon,131980,121912,109437,363329,"( Nagaon | 41652 ), ( Kampur | 171183 ), ( Samaguri | 0 ), ( Raha | 150494 )",,"( Nagaon | 320.00 ), ( Kampur | 7191.00 ), ( Samaguri | 4.00 ), ( Raha | 9035.11 )",04-07-2022
Bajali,455,570,255,1280,( Sarupeta | 1280 ),0,( Sarupeta | 0.00 ),04-07-2022
Sonitpur,330,635,411,1376,"( Dhekiajuli | 1376 ), ( Chariduar | 0 ), ( Tezpur | 0 )",,"( Dhekiajuli | 191.00 ), ( Chariduar | 20.00 ), ( Tezpur | 10.00 )",04-07-2022
Sivasagar,1520,1380,806,3706,( Demow | 3706 ),,( Demow | 22.80 ),04-07-2022
Barpeta,12632,12666,30723,56021,"( Barpeta | 8498 ), ( Baghbar | 47523 ), ( Kalgachia | 0 )",12113,"( Barpeta | 8825.50 ), ( Baghbar | 2127.00 ), ( Kalgachia | 1160.50 )",04-07-2022
Biswanath,691,527,216,1434,( Halem | 1434 ),31.5,( Halem | 31.50 ),04-07-2022
Cachar,243783,229355,195770,668908,"( Katigorah | 224006 ), ( Silchar | 255748 ), ( Udharbond | 11457 ), ( Sonai | 117547 ), ( Lakhipur | 60150 )",0,"( Katigorah | 0.00 ), ( Silchar | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Lakhipur | 0.00 )",04-07-2022
Chirang,206,238,136,580,( Bijni | 580 ),0,( Bijni | 0.00 ),04-07-2022
Darrang,8368,7707,2314,18389,"( Patharighat | 3076 ), ( Dalgaon | 0 ), ( Sipajhar | 3958 ), ( Mangaldoi | 11355 )",6511,"( Patharighat | 1500.00 ), ( Dalgaon | 0.00 ), ( Sipajhar | 1593.00 ), ( Mangaldoi | 3418.00 )",04-07-2022
Dibrugarh,5360,3557,1954,10871,"( Moran | 2265 ), ( Chabua | 0 ), ( Dibrugarh West | 7440 ), ( Tingkhong | 37 ), ( Dibrugarh East | 526 ), ( Tengakhat | 163 ), ( Naharkatia | 440 )",304.11,"( Moran | 26.19 ), ( Chabua | 0.00 ), ( Dibrugarh West | 175.89 ), ( Tingkhong | 16.20 ), ( Dibrugarh East | 0.00 ), ( Tengakhat | 0.00 ), ( Naharkatia | 85.83 )",04-07-2022
Goalpara,1420,1363,1242,4025,( Balijana | 4025 ),25,( Balijana | 25.00 ),04-07-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",81,"( Bokakhat | 63.00 ), ( Khumtai | 18.00 )",04-07-2022
Hailakandi,11700,10400,6654,28754,"( Lala | 0 ), ( Katlicherra | 0 ), ( Hailakandi | 0 ), ( Algapur | 28754 )",0,"( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 0.00 ), ( Algapur | 0.00 )",04-07-2022
Hojai,382,210,153,745,"( Lanka | 263 ), ( Hojai | 482 )",174,"( Lanka | 158.00 ), ( Hojai | 16.00 )",04-07-2022
Kamrup,210,166,58,434,"( Hajo | 296 ), ( Kayan | 38 ), ( North Ghy | 100 )",89,"( Hajo | 87.00 ), ( Kayan | 0.00 ), ( North Ghy | 2.00 )",04-07-2022
Tamulpur,806,745,408,1959,"( Goreswar | 1959 ), ( Tamulpur | 0 )",,"( Goreswar | 0.00 ), ( Tamulpur | 0.00 )",04-07-2022
Kamrup (M),1119,785,96,2000,"( Chandrapur | 1118 ), ( Sonapur | 882 )",812.5,"( Chandrapur | 0.00 ), ( Sonapur | 812.50 )",04-07-2022
Lakhimpur,1525,658,321,2504,"( Subansiri | 0 ), ( North Lakhimpur | 2504 ), ( Bihpuria | 0 )",0,"( Subansiri | 0.00 ), ( North Lakhimpur | 0.00 ",04-07-2022
Nalbari,837,765,237,1839,( Paschim Nalbari | 1839 ),,( Paschim Nalbari | 0.00 ),04-07-2022
Karimganj,12627,8012,3428,24067,"( Karimganj | 4967 ), ( Nilambazar | 6333 ), ( Badarpur | 9690 ), ( RK Nagar | 3077 )",0,"( Karimganj | 0.00 ), ( Nilambazar | 0.00 ), ( Badarpur | 0.00 ), ( RK Nagar | 0.00 )",04-07-2022
Udalguri,153,91,65,309,"( Udalguri | 309 ), ( Harisinga | 0 ), ( Kalaigaon | 0 )",,"( Udalguri | 0.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 0.00 )",04-07-2022
Morigaon,72201,67858,39074,179133,"( Mikirbheta | 18546 ), ( Mayong | 794 ), ( Bhuragaon | 26751 ), ( Morigaon | 133042 ), ( Laharighat | 0 )",,"( Mikirbheta | 1771.50 ), ( Mayong | 3324.00 ), ( Bhuragaon | 925.00 ), ( Morigaon | 750.00 ), ( Laharighat | 46.15 )",04-07-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 10.26 ), ( Ujani Majuli | 17.19 )",04-07-2022
Biswanath,2361,1965,503,4829,"( Gohpur | 2737 ), ( Halem | 2033 ), ( Biswanath | 59 )",294.5,"( Gohpur | 275.00 ), ( Halem | 19.50 ), ( Biswanath | 0.00 )",05-07-2022
Hailakandi,6540,4355,3480,14375,"( Hailakandi | 0 ), ( Lala | 0 ), ( Katlicherra | 0 ), ( Algapur | 14375 )",0,"( Hailakandi | 0.00 ), ( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 0.00 )",05-07-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",60.5,"( Bokakhat | 57.00 ), ( Khumtai | 3.50 )",05-07-2022
Goalpara,845,706,512,2063,( Balijana | 2063 ),25,( Balijana | 25.00 ),05-07-2022
Darrang,6135,5818,826,12779,"( Patharighat | 1424 ), ( Mangaldoi | 11355 ), ( Sipajhar | 0 ), ( Dalgaon | 0 )",6511,"( Patharighat | 1500.00 ), ( Mangaldoi | 3418.00 ), ( Sipajhar | 1593.00 ), ( Dalgaon | 0.00 )",05-07-2022
Sonitpur,,,,,( Dhekiajuli | 0 ),,( Dhekiajuli | 144.00 ),05-07-2022
Bajali,455,570,255,1280,( Sarupeta | 1280 ),0,( Sarupeta | 0.00 ),05-07-2022
Cachar,231783,216355,183470,631608,"( Udharbond | 8157 ), ( Sonai | 117547 ), ( Lakhipur | 60150 ), ( Silchar | 221748 ), ( Katigorah | 224006 )",0,"( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Lakhipur | 0.00 ), ( Silchar | 0.00 ), ( Katigorah | 0.00 )",05-07-2022
Chirang,173,210,130,513,"( Bengtal | 0 ), ( Bijni | 513 )",0,"( Bengtal | 0.00 ), ( Bijni | 0.00 )",05-07-2022
Barpeta,6701,7906,4767,19374,"( Barpeta | 850 ), ( Baghbar | 18524 ), ( Kalgachia | 0 )",2365.5,"( Barpeta | 650.00 ), ( Baghbar | 1127.00 ), ( Kalgachia | 588.50 )",05-07-2022
Dibrugarh,2793,1374,877,5044,"( Moran | 1359 ), ( Chabua | 0 ), ( Tingkhong | 37 ), ( Dibrugarh West | 3461 ), ( Dibrugarh East | 187 ), ( Naharkatia | 0 )",146.21,"( Moran | 7.53 ), ( Chabua | 0.00 ), ( Tingkhong | 0.00 ), ( Dibrugarh West | 112.63 ), ( Dibrugarh East | 0.00 ), ( Naharkatia | 26.05 )",05-07-2022
Sivasagar,1500,1219,1185,3904,"( Sivsagar | 104 ), ( Demow | 3800 )",36,"( Sivsagar | 5.00 ), ( Demow | 31.00 )",05-07-2022
Kamrup,54,61,23,138,"( Kayan | 38 ), ( North Ghy | 100 )",2,"( Kayan | 0.00 ), ( North Ghy | 2.00 )",05-07-2022
Kamrup (M),684,437,68,1189,"( Chandrapur | 861 ), ( Sonapur | 328 )",0,"( Chandrapur | 0.00 ), ( Sonapur | 0.00 )",05-07-2022
Karimganj,10880,6404,2951,20235,"( Nilambazar | 6333 ), ( Karimganj | 4262 ), ( RK Nagar | 2028 ), ( Badarpur | 7612 ), ( Patherkandi | 0 )",0,"( Nilambazar | 0.00 ), ( Karimganj | 0.00 ), ( RK Nagar | 0.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 )",05-07-2022
Morigaon,67245,62856,34811,164912,"( Mikirbheta | 18546 ), ( Morigaon | 133042 ), ( Mayong | 794 ), ( Bhuragaon | 12530 )",5758.5,"( Mikirbheta | 1771.50 ), ( Morigaon | 700.00 ), ( Mayong | 2362.00 ), ( Bhuragaon | 925.00 )",05-07-2022
Nagaon,87275,80734,64854,232863,"( Nagaon | 38708 ), ( Samaguri | 0 ), ( Raha | 148962 ), ( Kampur | 45193 )",14438.02,"( Nagaon | 320.00 ), ( Samaguri | 3.00 ), ( Raha | 8925.02 ), ( Kampur | 5190.00 )",05-07-2022
Tamulpur,,,,,( Goreswar | 1718 ),,( Goreswar | 0.00 ),05-07-2022
Sivasagar,1496,1223,1185,3904,"( Sivsagar | 104 ), ( Demow | 3800 )",43.8,"( Sivsagar | 2.00 ), ( Demow | 41.80 )",06-07-2022
Sonitpur,0,0,0,0,( Dhekiajuli | 0 ),119,( Dhekiajuli | 119.00 ),06-07-2022
Tamulpur,545,402,105,1052,"( Goreswar | 1052 ), ( Tamulpur | 0 )",0,"( Goreswar | 0.00 ), ( Tamulpur | 0.00 )",06-07-2022
Lakhimpur,17,15,8,40,( Subansiri | 40 ),5,( Subansiri | 5.00 ),06-07-2022
Karimganj,9300,5922,2608,17830,"( Nilambazar | 6333 ), ( RK Nagar | 1165 ), ( Karimganj | 3959 ), ( Badarpur | 6373 )",0,"( Nilambazar | 0.00 ), ( RK Nagar | 0.00 ), ( Karimganj | 0.00 ), ( Badarpur | 0.00 )",06-07-2022
Kamrup (M),594,347,68,1009,"( Sonapur | 148 ), ( Chandrapur | 861 )",0,"( Sonapur | 0.00 ), ( Chandrapur | 0.00 )",06-07-2022
Kamrup,32,42,21,95,"( Kayan | 38 ), ( North Ghy | 57 )",2,"( Kayan | 0.00 ), ( North Ghy | 2.00 )",06-07-2022
Hailakandi,4540,3325,1760,9625,"( Algapur | 9625 ), ( Lala | 0 ), ( Katlicherra | 0 ), ( Hailakandi | 0 )",0,"( Algapur | 0.00 ), ( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 0.00 )",06-07-2022
Dhemaji,5071,4595,4067,13733,( Jonai | 13733 ),440.85,( Jonai | 440.85 ),06-07-2022
Dibrugarh,1480,1080,234,2794,"( Moran | 1359 ), ( Chabua | 0 ), ( Dibrugarh East | 143 ), ( Dibrugarh West | 1292 ), ( Naharkatia | 0 )",18.78,"( Moran | 5.93 ), ( Chabua | 0.00 ), ( Dibrugarh East | 0.00 ), ( Dibrugarh West | 0.00 ), ( Naharkatia | 12.85 )",06-07-2022
Nagaon,70199,66700,52548,189447,"( Kampur | 26525 ), ( Samaguri | 0 ), ( Nagaon | 17375 ), ( Raha | 145547 )",10806.04,"( Kampur | 2590.00 ), ( Samaguri | 2.50 ), ( Nagaon | 201.00 ), ( Raha | 8012.54 )",06-07-2022
Darrang,230,245,135,610,"( Patharighat | 610 ), ( Dalgaon | 0 ), ( Mangaldoi | 0 ), ( Sipajhar | 0 )",1200,"( Patharighat | 1200.00 ), ( Dalgaon | 0.00 ), ( Mangaldoi | 0.00 ), ( Sipajhar | 0.00 )",06-07-2022
Bajali,205,225,45,475,( Sarupeta | 475 ),0,( Sarupeta | 0.00 ),06-07-2022
Barpeta,0,0,0,0,( Kalgachia | 0 ),181,( Kalgachia | 181.00 ),06-07-2022
Cachar,217109,203613,149140,569862,"( Silchar | 218238 ), ( Katigorah | 213185 ), ( Sonai | 81739 ), ( Lakhipur | 50150 ), ( Udharbond | 6550 )",0,"( Silchar | 0.00 ), ( Katigorah | 0.00 ), ( Sonai | 0.00 ), ( Lakhipur | 0.00 ), ( Udharbond | 0.00 )",06-07-2022
Chirang,65,55,33,153,( Bijni | 153 ),0,( Bijni | 0.00 ),06-07-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",52.5,"( Bokakhat | 49.00 ), ( Khumtai | 3.50 )",06-07-2022
Morigaon,64595,60177,32817,157589,"( Mikirbheta | 18546 ), ( Mayong | 331 ), ( Morigaon | 133042 ), ( Bhuragaon | 5670 )",6720.5,"( Mikirbheta | 1771.50 ), ( Mayong | 3324.00 ), ( Morigaon | 700.00 ), ( Bhuragaon | 925.00 )",06-07-2022
Morigaon,62437,58141,31264,151842,"( Mikirbheta | 18546 ), ( Mayong | 254 ), ( Bhuragaon | 0 ), ( Morigaon | 133042 )",6425.5,"( Mikirbheta | 1771.50 ), ( Mayong | 3324.00 ), ( Bhuragaon | 650.00 ), ( Morigaon | 680.00 )",07-07-2022
Cachar,214559,201363,147390,563312,"( Lakhipur | 50150 ), ( Silchar | 218238 ), ( Sonai | 81739 ), ( Katigorah | 213185 )",0,"( Lakhipur | 0.00 ), ( Silchar | 0.00 ), ( Sonai | 0.00 ), ( Katigorah | 0.00 )",07-07-2022
Bajali,205,225,45,475,( Sarupeta | 475 ),0,( Sarupeta | 0.00 ),07-07-2022
Tamulpur,545,402,105,1052,( Goreswar | 1052 ),0,( Goreswar | 0.00 ),07-07-2022
Sivasagar,1988,1644,1708,5340,"( Sivsagar | 296 ), ( Demow | 5044 )",40,"( Sivsagar | 2.00 ), ( Demow | 38.00 )",07-07-2022
Karimganj,8871,5615,2463,16949,"( RK Nagar | 1165 ), ( Karimganj | 3542 ), ( Nilambazar | 6234 ), ( Badarpur | 6008 )",0,"( RK Nagar | 0.00 ), ( Karimganj | 0.00 ), ( Nilambazar | 0.00 ), ( Badarpur | 0.00 )",07-07-2022
Kamrup,32,42,21,95,"( Kamalpur | 0 ), ( Kayan | 38 ), ( North Ghy | 57 )",2,"( Kamalpur | 0.00 ), ( Kayan | 0.00 ), ( North Ghy | 2.00 )",07-07-2022
Nagaon,57629,53583,45519,156731,"( Kampur | 6416 ), ( Nagaon | 8253 ), ( Raha | 142062 )",9351.24,"( Kampur | 1250.00 ), ( Nagaon | 102.00 ), ( Raha | 7999.24 )",07-07-2022
Golaghat,0,0,0,0,( Bokakhat | 0 ),37,( Bokakhat | 37.00 ),07-07-2022
Dibrugarh,1192,881,171,2244,"( Moran | 922 ), ( Dibrugarh West | 1292 ), ( Dibrugarh East | 30 ), ( Naharkatia | 0 )",12.99,"( Moran | 5.93 ), ( Dibrugarh West | 0.00 ), ( Dibrugarh East | 0.00 ), ( Naharkatia | 7.06 )",07-07-2022
Darrang,215,230,102,547,"( Patharighat | 547 ), ( Sipajhar | 0 )",1200,"( Patharighat | 1200.00 ), ( Sipajhar | 0.00 )",07-07-2022
Chirang,65,55,33,153,( Bijni | 153 ),0,( Bijni | 0.00 ),07-07-2022
Hailakandi,3130,2460,1670,7260,"( Algapur | 7260 ), ( Lala | 0 ), ( Katlicherra | 0 ), ( Hailakandi | 0 )",0,"( Algapur | 0.00 ), ( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 0.00 )",07-07-2022
Morigaon,62391,58110,31203,151704,"( Mikirbheta | 18546 ), ( Mayong | 158 ), ( Bhuragaon | 0 ), ( Morigaon | 133000 )",5496.5,"( Mikirbheta | 1771.50 ), ( Mayong | 2525.00 ), ( Bhuragaon | 560.00 ), ( Morigaon | 640.00 )",08-07-2022
Tamulpur,545,402,105,1052,( Goreswar | 1052 ),853,( Goreswar | 853.00 ),08-07-2022
Sivasagar,1449,1142,973,3564,( Demow | 3564 ),32.53,( Demow | 32.53 ),08-07-2022
Nagaon,53008,50033,41823,144864,"( Nagaon | 7074 ), ( Raha | 137790 )",7870.22,"( Nagaon | 85.00 ), ( Raha | 7785.22 )",08-07-2022
Kamrup,34,42,17,93,"( Kayan | 38 ), ( North Ghy | 55 )",2,"( Kayan | 0.00 ), ( North Ghy | 2.00 )",08-07-2022
Cachar,214559,20136,147390,563312,"( Sonai | 81739 ), ( Silchar | 218238 ), ( Lakhipur | 50150 ), ( Katigorah | 213185 )",0,"( Sonai | 0.00 ), ( Silchar | 0.00 ), ( Lakhipur | 0.00 ), ( Katigorah | 0.00 )",08-07-2022
Hailakandi,3150,2225,1345,6720,"( Lala | 0 ), ( Hailakandi | 0 ), ( Katlicherra | 0 ), ( Algapur | 6720 )",0,"( Lala | 0.00 ), ( Hailakandi | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 0.00 )",08-07-2022
Golaghat,0,0,0,0,( Bokakhat | 0 ),29,( Bokakhat | 29.00 ),08-07-2022
Dibrugarh,723,483,86,1292,"( Moran | 0 ), ( Dibrugarh West | 1292 ), ( Naharkatia | 0 )",6.51,"( Moran | 3.06 ), ( Dibrugarh West | 0.00 ), ( Naharkatia | 3.45 )",08-07-2022
Chirang,65,55,33,153,( Bijni | 153 ),0,( Bijni | 0.00 ),08-07-2022
Bajali,155,165,35,355,( Sarupeta | 355 ),0,( Sarupeta | 0.00 ),08-07-2022
Hojai,0,0,0,0,"( Doboka | 0 ), ( Hojai | 0 )",113,"( Doboka | 75.00 ), ( Hojai | 38.00 )",08-07-2022
Karimganj,8113,4962,1993,15068,"( Nilambazar | 6234 ), ( Karimganj | 3171 ), ( Badarpur | 5663 ), ( Patherkandi | 0 )",0,"( Nilambazar | 0.00 ), ( Karimganj | 0.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 )",08-07-2022
Bajali,114,93,44,251,( Sarupeta | 251 ),0,( Sarupeta | 0.00 ),10-07-2022
Nagaon,15428,12547,6748,34723,( Raha | 34723 ),3472.01,( Raha | 3472.01 ),10-07-2022
Cachar,131259,124574,100127,355960,"( Silchar | 210938 ), ( Sonai | 16172 ), ( Lakhipur | 50150 ), ( Katigorah | 78700 )",0,"( Silchar | 0.00 ), ( Sonai | 0.00 ), ( Lakhipur | 0.00 ), ( Katigorah | 0.00 )",10-07-2022
Chirang,65,55,33,153,( Bijni | 153 ),0,( Bijni | 0.00 ),10-07-2022
Golaghat,0,0,0,0,( Bokakhat | 0 ),21,( Bokakhat | 21.00 ),10-07-2022
Hailakandi,1350,125,740,2215,"( Lala | 0 ), ( Hailakandi | 0 ), ( Algapur | 2215 ), ( Katlicherra | 0 )",0,"( Lala | 0.00 ), ( Hailakandi | 0.00 ), ( Algapur | 0.00 ), ( Katlicherra | 0.00 )",10-07-2022
Tamulpur,545,402,105,1052,( Goreswar | 1052 ),0,( Goreswar | 0.00 ),10-07-2022
Sivasagar,507,438,285,1230,"( Sivsagar | 0 ), ( Demow | 1230 )",15.4,"( Sivsagar | 0.00 ), ( Demow | 15.40 )",10-07-2022
Biswanath,491,362,197,1050,( Halem | 1050 ),12.5,( Halem | 12.50 ),10-07-2022
Morigaon,58666,55888,28108,142662,"( Morigaon | 124116 ), ( Mayong | 0 ), ( Mikirbheta | 18546 ), ( Bhuragaon | 0 )",3847.5,"( Morigaon | 620.00 ), ( Mayong | 1100.00 ), ( Mikirbheta | 1771.50 ), ( Bhuragaon | 356.00 )",10-07-2022
Kamrup,19,15,4,38,( Kayan | 38 ),0,( Kayan | 0.00 ),10-07-2022
Hailakandi,790,560,455,1805,"( Katlicherra | 0 ), ( Hailakandi | 0 ), ( Algapur | 1805 ), ( Lala | 0 )",,"( Katlicherra | 0.00 ), ( Hailakandi | 0.00 ), ( Algapur | 0.00 ), ( Lala | 0.00 )",11-07-2022
Kamrup,19,15,4,38,( Kayan | 38 ),,( Kayan | 0.00 ),11-07-2022
Nagaon,10542,8234,5749,24525,( Raha | 24525 ),,( Raha | 3021.56 ),11-07-2022
Golaghat,0,0,0,0,( Bokakhat | 0 ),,( Bokakhat | 18.00 ),11-07-2022
Chirang,65,55,33,153,( Bijni | 153 ),,( Bijni | 0.00 ),11-07-2022
Morigaon,58266,55388,28058,141712,"( Mayong | 0 ), ( Morigaon | 123166 ), ( Mikirbheta | 18546 )",,"( Mayong | 0.00 ), ( Morigaon | 600.00 ), ( Mikirbheta | 1771.50 )",11-07-2022
Sivasagar,389,346,198,933,( Demow | 933 ),,( Demow | 11.24 ),11-07-2022
